script_id,imdb_id,character_from_script,closest_character_name_from_imdb_match,closest_imdb_character_id
6003,tt0041959,driver,taxi driver,nm0302504
6003,tt0041959,father,hansel's father,nm0775289
6003,tt0041959,hansel,little hansel - boy with ball,nm0354752
6003,tt0041959,harry,harry lime,nm0000080
6003,tt0041959,ine,sgt. paine,nm0496866
6003,tt0041959,kurtz,baron' kurtz,nm0222074
6003,tt0041959,landlady,anna's old landlady,nm0088177
6003,tt0041959,maid,hilde - winkel's maid,nm0921419
6003,tt0041959,man,man chasing holly,nm1000409
6003,tt0041959,martins,holly martins,nm0001072
6003,tt0041959,police,military policeman,nm0083280
6003,tt0041959,popescu,popescu,nm0108040
6003,tt0041959,porter,karl - harry's porter,nm0405977
6003,tt0041959,russian,russian military policeman,nm0090796
6003,tt0041959,wife,porter's wife,nm0000311
6003,tt0041959,winkel,dr. winkel,nm0690691
6006,tt0052311,adair,district attorney adair,nm0172615
6006,tt0052311,b,pretty boy,nm0765132
6006,tt0052311,blaine,blaine,nm0367677
6006,tt0052311,casey,detective casey,nm0921674
6006,tt0052311,ginnie,ginnie,nm0574281
6006,tt0052311,gould,chief gould,nm0788288
6006,tt0052311,j,uncle' joe grandi,nm0848667
6006,tt0052311,lia,lia,nm0179001
6006,tt0052311,menzies,police sergeant pete menzies,nm0130407
6006,tt0052311,mike,mike vargas,nm0000032
6006,tt0052311,ncho,pancho,nm0212037
6006,tt0052311,ow,strip-club owner,nm0001248
6006,tt0052311,quinlan,police captain hank quinlan,nm0000080
6006,tt0052311,risto,risto,nm0727893
6006,tt0052311,sanchez,manelo sanchez,nm0587637
6006,tt0052311,schwartz,al schwartz,nm0590123
6006,tt0052311,susan,susan vargas,nm0001463
6007,tt0120363,al,al the toy collector,nm0001431
6007,tt0120363,andy,andy,nm0606658
6007,tt0120363,bullseye,bullseye,nm0919798
6007,tt0120363,buzz,buzz lightyear,nm0000741
6007,tt0120363,emperor zurg,evil emperor zurg,nm0004056
6007,tt0120363,hamm,hamm the piggy bank,nm0001652
6007,tt0120363,potat,mr. potato head,nm0725543
6007,tt0120363,prospector,stinky pete the prospector,nm0001288
6007,tt0120363,rex,rex the green dinosaur,nm0001728
6007,tt0120363,sarge,army sarge,nm0000388
6007,tt0120363,slinky,slinky dog,nm0001815
6007,tt0120363,woody,woody,nm0000158
6008,tt0435761,aliens,aliens,nm0682066
6008,tt0435761,andy,andy,nm0606658
6008,tt0435761,barbie,barbie,nm0072533
6008,tt0435761,bonnie,bonnie,nm3432684
6008,tt0435761,bonnies mom,bonnie's mom,nm0015935
6008,tt0435761,bookworm,bookworm,nm0454236
6008,tt0435761,buttercup,buttercup,nm0307531
6008,tt0435761,buzz,buzz lightyear,nm0000741
6008,tt0435761,chuckles,chuckles,nm0524726
6008,tt0435761,chunk,chunk,nm0029460
6008,tt0435761,dolly,dolly,nm0001372
6008,tt0435761,hamm,hamm,nm0001652
6008,tt0435761,jessie,jessie,nm0000349
6008,tt0435761,ken,ken,nm0000474
6008,tt0435761,lotso,lotso,nm0000885
6008,tt0435761,molly,molly,nm2356963
6008,tt0435761,mom,andy's mom,nm0582418
6008,tt0435761,mr potat,mr. potato head,nm0725543
6008,tt0435761,mrs potat,mrs. potato head,nm0364680
6008,tt0435761,rex,rex,nm0001728
6008,tt0435761,sarge,sarge,nm0000388
6008,tt0435761,slinky,slinky dog,nm0163703
6008,tt0435761,stretch,stretch,nm0000155
6008,tt0435761,trixie,trixie,nm1102891
6008,tt0435761,twitch,twitch,nm0194201
6008,tt0435761,woody,woody,nm0000158
6008,tt0435761,young andy,young andy,nm3909367
6009,tt0114709,andy,andy,nm0606658
6009,tt0114709,attendant,gas station attendant,nm0705014
6009,tt0114709,b,buzz lightyear,nm0000741
6009,tt0114709,hamm,hamm,nm0001652
6009,tt0114709,hannah,hannah,nm0293589
6009,tt0114709,kid #1,kid,nm0842303
6009,tt0114709,lenny,lenny the binoculars,nm0710020
6009,tt0114709,mr potat,mr. potato head,nm0725543
6009,tt0114709,mr spell,mr. spell,nm0682066
6009,tt0114709,mrs davis,mrs. davis,nm0582418
6009,tt0114709,rex,rex,nm0001728
6009,tt0114709,scud,scud,nm0919798
6009,tt0114709,sid,sid,nm0902184
6009,tt0114709,sids mom,sid's mom,nm0569680
6009,tt0114709,slinky,slinky dog,nm0001815
6009,tt0114709,tv announcer,tv announcer,nm0422710
6009,tt0114709,woody,woody,nm0000158
6011,tt0117951,andreas,andreas,nm0020728
6011,tt0117951,begbie,begbie,nm0001015
6011,tt0117951,diane,diane,nm0531808
6011,tt0117951,father,gail's father,nm0725784
6011,tt0117951,gail,gail,nm0376602
6011,tt0117951,gav,gavin,nm0574320
6011,tt0117951,lizzy,lizzy,nm0528422
6011,tt0117951,man 1,man,nm0247034
6011,tt0117951,mikey,mikey forrester,nm0920543
6011,tt0117951,mother,gail's mother,nm0743217
6011,tt0117951,renton,renton,nm0000191
6011,tt0117951,sick boy,sick boy,nm0001538
6011,tt0117951,spud,spud,nm0001971
6011,tt0117951,swanney,swanney,nm0611932
6011,tt0117951,tommy,tommy,nm0571727
6011,tt0117951,woman,woman,nm0232733
6013,tt0114746,astrophysicist,astrophysicist,nm0282665
6013,tt0114746,billings,billings,nm0950028
6013,tt0114746,botanist,botanist,nm0909378
6013,tt0114746,cole,young cole,nm0577828
6013,tt0114746,disheveled professor,professor,nm0853688
6013,tt0114746,dr casey,dr. casey,nm0912570
6013,tt0114746,dr fletcher,dr. fletcher,nm0331319
6013,tt0114746,dr goodins,dr. goodin,nm0108896
6013,tt0114746,dr peters,dr. peters,nm0001556
6013,tt0114746,engineer,engineer,nm0009481
6013,tt0114746,fale,fale,nm0685091
6013,tt0114746,franki,detective franki,nm0673776
6013,tt0114746,geologist,geologist,nm0012432
6013,tt0114746,jeffrey,jeffrey goines,nm0000093
6013,tt0114746,jose,jose,nm0781218
6013,tt0114746,kweskin,kweskin,nm0858104
6013,tt0114746,man,policeman no. 1,nm0456705
6013,tt0114746,microbiologist,microbiologist,nm0713209
6013,tt0114746,mother,harassed mother,nm0364891
6013,tt0114746,poet,poet,nm0820788
6013,tt0114746,railly,kathryn railly,nm0000656
6013,tt0114746,raspy,raspy voice,nm0642849
6013,tt0114746,scarface,scarface,nm0151232
6013,tt0114746,teddy,teddy,nm0004986
6013,tt0114746,tv anchorman,anchorman,nm0271894
6013,tt0114746,wallace,wallace,nm0571375
6013,tt0114746,zoologist,zoologist,nm0429254
6015,tt0105695,alice,strawberry alice,nm0004920
6015,tt0105695,andy,deputy andy russell,nm0711595
6015,tt0105695,barber,barber,nm0550685
6015,tt0105695,buck,buck barthol,nm0203524
6015,tt0105695,charley,charley hecker,nm0701561
6015,tt0105695,clyde,clyde ledbetter,nm0925406
6015,tt0105695,crocker,crocker,nm0465583
6015,tt0105695,davey,davey bunting,nm0132808
6015,tt0105695,delilah,delilah fitzgerald,nm0505764
6015,tt0105695,english bob,english bob,nm0001321
6015,tt0105695,faith,faith,nm0720082
6015,tt0105695,fatty,fatty rossiter,nm0544628
6015,tt0105695,fuzzy,fuzzy,nm0003964
6015,tt0105695,johnny,johnny foley,nm0136469
6015,tt0105695,lippy,lippy macgregor,nm0371190
6015,tt0105695,little bill,little bill daggett,nm0000432
6015,tt0105695,little sue,little sue,nm0292819
6015,tt0105695,mike,quick mike,nm0610820
6015,tt0105695,munny,bill munny,nm0000142
6015,tt0105695,ned,ned logan,nm0000151
6015,tt0105695,penny,penny munny,nm0505178
6015,tt0105695,silky,silky,nm0254379
6015,tt0105695,skinny,skinny dubois,nm0416279
6015,tt0105695,texas slim,texas slim,nm0613147
6015,tt0105695,thirsty,thirsty thurston,nm0438953
6015,tt0105695,will,will munny,nm0576721
6015,tt0105695,ww,w.w. beauchamp,nm0007210
6019,tt0052357,a,madeleine elster,nm0001571
6019,tt0052357,c,john 'scottie' ferguson,nm0000071
6019,tt0052357,k,manager of mckittrick hotel,nm0179289
6019,tt0052357,p,pop leibel,nm0790164
6019,tt0052357,q,inquest attorney,nm0829088
6019,tt0052357,v,gavin elster,nm0375738
6019,tt0052357,w,midge wood,nm0000895
6020,tt0910970,autopilot,auto,nm3050831
6020,tt0910970,billboard announcer,billboard announcer,nm0911589
6020,tt0910970,captain,captain,nm0307531
6020,tt0910970,eve,eve,nm2264184
6020,tt0910970,john,john,nm0001652
6020,tt0910970,mary,mary,nm0001562
6020,tt0910970,mo,m-o,nm0123785
6020,tt0910970,ships computer,ship's computer,nm0000244
6020,tt0910970,ssenger #2,axiom passenger #3,nm0194201
6020,tt0910970,steward,steward bots,nm0628599
6021,tt1291584,announcer,tender trap announcer,nm3327541
6021,tt1291584,bradford,mark bradford,nm2474864
6021,tt1291584,brendan,brendan conlon,nm0249291
6021,tt1291584,callen,bryan callen,nm0130437
6021,tt1291584,colt boyd,colt boyd,nm0380073
6021,tt1291584,ddy,paddy conlon,nm0000560
6021,tt1291584,fenroy,fenroy,nm0157312
6021,tt1291584,frank,frank campana,nm0342029
6021,tt1291584,jj riley,j.j. riley,nm0640334
6021,tt1291584,kc,kc,nm2488633
6021,tt1291584,mad dog,pete 'mad dog' grimes,nm1902715
6021,tt1291584,marine #2,marine #1,nm2419379
6021,tt1291584,nash,nash,nm4186255
6021,tt1291584,official,sparta official,nm3294574
6021,tt1291584,pilar,pilar fernandez,nm0553737
6021,tt1291584,referee,referee josh rosenthal,nm3308420
6021,tt1291584,sheridan,sam sheridan,nm3085077
6021,tt1291584,stephon,stephon,nm1091701
6021,tt1291584,tess,tess conlon,nm0607185
6021,tt1291584,tito,tito,nm3163793
6021,tt1291584,tommy,tommy conlon,nm0362766
6021,tt1291584,zito,principal zito,nm0242656
6022,tt0032138,b,lollipop guild member,nm0546439
6022,tt0032138,j,juliet,nm0143314
6022,tt0032138,n,hunk',nm0001961
6022,tt0032138,o,dorothy,nm0000023
6022,tt0032138,w,the wizard of oz,nm0604656
6023,tt0118617,anastasia,anastasia,nm0000212
6023,tt0118617,nicholas,czar nicholas,nm0429115
6023,tt0118617,o,bartok,nm0000279
6023,tt0118617,phlegmenkof,phlegmenkoff,nm0551908
6023,tt0118617,rasputin,rasputin,nm0000502
6023,tt0118617,sophie,sophie,nm0001613
6023,tt0118617,vladimir,vladimir,nm0001288
6025,tt1490017,assistant,lord business' assistant,nm2185982
6025,tt1490017,bad cop,bad cop,nm0000553
6025,tt1490017,batman,batman,nm0004715
6025,tt1490017,benny,benny,nm0206359
6025,tt1490017,duplo,duplo,nm6352827
6025,tt1490017,emmet,emmet brickowoski,nm0695435
6025,tt1490017,finn,finn,nm3338018
6025,tt1490017,foreman,foreman jim,nm1221047
6025,tt1490017,larry,larry the barista,nm0003021
6025,tt1490017,lucy,lucy,nm0006969
6025,tt1490017,mom,mom,nm5322950
6025,tt1490017,vitruvius,vitruvius,nm0000151
6026,tt0088814,creeper,creeper,nm0284496
6026,tt0088814,dallben,dallben,nm0428086
6026,tt0088814,eidilleg,king eidilleg,nm0539395
6026,tt0088814,eilonwy,eilonwy,nm0792262
6026,tt0088814,fflewddur,fflewddur fflam,nm0001329
6026,tt0088814,gurgi,gurgi,nm0125956
6026,tt0088814,horned king,the horned king,nm0000457
6026,tt0088814,orddu,orddu,nm0580783
6026,tt0088814,orgoch,orgoch,nm0370906
6026,tt0088814,orwen,orwen,nm0539737
6026,tt0088814,taran,taran,nm0054344
6029,tt2120120,cia chief,cia chief,nm0806613
6029,tt2120120,joh,john oates,nm0643091
6029,tt2120120,matty,matty,nm3292692
6029,tt2120120,mc,1982 championship mc,nm0000101
6029,tt2120120,navy secretary,navy secretary,nm0853335
6029,tt2120120,presiden,president's assistant jennifer,nm0864490
6029,tt2120120,scottys dad,dad,nm1464877
6029,tt2120120,violet,violet,nm1157358
6029,tt2120120,young brenner,brenner,nm0001191
6029,tt2120120,young cooper,cooper,nm0416673
6029,tt2120120,young eddie plant,eddie,nm0227759
6029,tt2120120,young ludlow,ludlow,nm1265802
6030,tt1272878,admiral,admiral tuwey,nm0911542
6030,tt1272878,bank manager,bank manager,nm2519780
6030,tt1272878,bobby,bobby,nm0000243
6030,tt1272878,boy,tommy boy,nm3187553
6030,tt1272878,deb,deb,nm1745736
6030,tt1272878,dr ken,dr. ken,nm0279209
6030,tt1272878,earl,earl,nm0000200
6030,tt1272878,fbi man,lead agent (fbi man),nm2791723
6030,tt1272878,jessup,jessup,nm0121559
6030,tt1272878,mini,mini (papi's men),nm1324884
6030,tt1272878,ms young,ms. young,nm1024107
6030,tt1272878,office,officer dave,nm0566279
6030,tt1272878,pi greco,papi greco,nm0001579
6030,tt1272878,quince,quince,nm0005188
6030,tt1272878,rudy,rudy (papi's men),nm1598758
6030,tt1272878,stig,stig,nm0000242
6030,tt1272878,teemo,teemo,nm2356797
6030,tt1272878,thick,thick,nm4232922
6030,tt1272878,waitress,waitress maggie,nm1767737
6031,tt1232829,a,molly tracey,nm0488953
6031,tt1232829,annie,annie schmidt,nm0000715
6031,tt1232829,as,one-percenter #4 - lukas,nm4329212
6031,tt1232829,b82,burns,nm1197845
6031,tt1232829,billiam willingham,billiam willingham,nm2215447
6031,tt1232829,d,schmidt,nm1706767
6031,tt1232829,david,david schmidt,nm0159609
6031,tt1232829,delroy,delroy,nm2922572
6031,tt1232829,domingo,domingo,nm1154986
6031,tt1232829,doug penhall,officer doug penhall,nm0217938
6031,tt1232829,eric,eric molson,nm2002649
6031,tt1232829,fugazy,fugazy,nm0424848
6031,tt1232829,hardy,deputy chief hardy,nm0644406
6031,tt1232829,jr jr,jr. jr.,nm4624231
6031,tt1232829,juario,juario,nm2058713
6031,tt1232829,lisa,lisa,nm2365442
6031,tt1232829,melodie,melodie,nm4539269
6031,tt1232829,mr gordon,mr. gordon,nm0663177
6031,tt1232829,mr walters,mr. walters,nm1443527
6031,tt1232829,ms griggs,ms. griggs,nm2608689
6031,tt1232829,n,jenko,nm1475594
6031,tt1232829,p8,captain dickson,nm0001084
6031,tt1232829,phyllis,phyllis,nm1046808
6031,tt1232829,to,hamilton principal,nm0840285
6031,tt1232829,zack,zack,nm3967702
6034,tt1826590,alison,alison,nm1745736
6034,tt1826590,bernie,bernie,nm0366389
6034,tt1826590,casey,casey mcneil,nm0001520
6034,tt1826590,chef,chef,nm3558350
6034,tt1826590,dan,danny,nm1013003
6034,tt1826590,debbie,debbie,nm0117146
6034,tt1826590,dog walker,dog walker,nm1983669
6034,tt1826590,isaac,isaac,nm1476528
6034,tt1826590,joan,joan,nm0356021
6034,tt1826590,keller,ryan keller,nm0516266
6034,tt1826590,old man,old man,nm0079439
6034,tt1826590,pretty lady,pretty lady,nm2115545
6034,tt1826590,steven,steven thaler,nm0735226
6034,tt1826590,trent,trent,nm0130437
6035,tt1521197,a groundling,groundling,nm0070854
6035,tt1521197,anne,anne de vere,nm0062636
6035,tt1521197,bear baiter,bear baiter,nm1631222
6035,tt1521197,bessie,bessie vavasour,nm3043279
6035,tt1521197,bishop,archbishop,nm0243983
6035,tt1521197,bottom,bottom,nm2012595
6035,tt1521197,boy rober,boy robert cecil,nm3909139
6035,tt1521197,burbage,richard burbage,nm0404371
6035,tt1521197,cecil,william cecil,nm0000667
6035,tt1521197,dekker,thomas dekker,nm3016166
6035,tt1521197,dwarf,dwarf,nm0758437
6035,tt1521197,elizabeth,queen elizabeth i,nm0000603
6035,tt1521197,essex,earl of essex,nm2730580
6035,tt1521197,francesco,francesco,nm0212204
6035,tt1521197,general,essex general,nm1258499
6035,tt1521197,guard,prison guard,nm0039784
6035,tt1521197,henslowe,philip henslowe,nm1013098
6035,tt1521197,interrogator,interrogator,nm0219329
6035,tt1521197,jonson,ben jonson,nm0273797
6035,tt1521197,lady in waiting,lady in waiting,nm1743191
6035,tt1521197,man,footman,nm0493391
6035,tt1521197,man 3,nobleman with feathered hat,nm3121121
6035,tt1521197,marlowe,christopher marlowe,nm1571439
6035,tt1521197,nashe,thomas nashe,nm0915453
6035,tt1521197,oberon,child oberon,nm2961094
6035,tt1521197,oxford,earl of oxford,nm0406975
6035,tt1521197,pole,captain richard pole,nm0088045
6035,tt1521197,prologue,prologue,nm0001394
6035,tt1521197,rober,robert cecil,nm1296102
6035,tt1521197,shakespeare,william shakespeare,nm1245863
6035,tt1521197,southampton,earl of southampton,nm1882152
6035,tt1521197,spencer,spencer,nm1307435
6035,tt1521197,usher,usher,nm0739678
6035,tt1521197,young anne,young anne de vere,nm1174020
6036,tt1815862,commande,commander velan,nm0607703
6036,tt1815862,cypher,cypher raige,nm0000226
6036,tt1815862,faia,faia raige,nm0645683
6036,tt1815862,kitai,kitai raige,nm1535523
6036,tt1815862,mcquarrie,private mcquarrie,nm0219292
6036,tt1815862,navigator,hesper navigator,nm1357218
6036,tt1815862,pilot,pilot,nm5160170
6036,tt1815862,ri,security chief,nm1970465
6036,tt1815862,senshi,senshi raige,nm2368789
6037,tt1430607,arthur,arthur,nm0564215
6037,tt1430607,ernie,ernie clicker,nm0001589
6037,tt1430607,grandsanta,grandsanta,nm0631490
6037,tt1430607,gwen,gwen,nm2753625
6037,tt1430607,mrs santa,mrs santa,nm0001767
6037,tt1430607,nerdy it elf,elf,nm0579696
6037,tt1430607,peter,peter,nm1742630
6037,tt1430607,santa,santa,nm0000980
6037,tt1430607,steve,steve,nm0491402
6037,tt1430607,y,bryony,nm0421332
6038,tt0389860,alice,alice,nm0237222
6038,tt0389860,ammer,ammer,nm0001327
6038,tt0389860,ben,ben newman at 7 years old,nm1993409
6038,tt0389860,bill,bill,nm0000276
6038,tt0389860,doctor,doctor,nm0379056
6038,tt0389860,donna,donna newman,nm0000295
6038,tt0389860,janine,janine,nm0177639
6038,tt0389860,kathy odoyle,kathy o'doyle,nm0377321
6038,tt0389860,kevin,kevin o'doyle,nm1185747
6038,tt0389860,kirsten,kirsten,nm0128918
6038,tt0389860,linda,linda,nm1723030
6038,tt0389860,male nurse,male nurse,nm0178997
6038,tt0389860,michael,michael newman,nm0001191
6038,tt0389860,morty,morty,nm0000686
6038,tt0389860,prince habeeboo,prince habeeboo,nm0001705
6038,tt0389860,rking attendant,parking attendant,nm0707840
6038,tt0389860,samantha,samantha newman at 5 years old,nm1586126
6038,tt0389860,ted,ted newman,nm0001857
6038,tt0389860,watsuhita head executive,watsuhita head executive,nm0945194
6039,tt1985966,barb,barb,nm1102891
6039,tt1985966,barry,barry,nm0970606
6039,tt1985966,brent,brent mchale,nm1676221
6039,tt1985966,cal,fintly mccallahan,nm0446063
6039,tt1985966,chester,chester v,nm0287182
6039,tt1985966,earl,earl devereaux,nm0187719
6039,tt1985966,flint,flint lockwood,nm0352778
6039,tt1985966,manny,manny,nm0000973
6039,tt1985966,sam,sam sparks,nm0267506
6039,tt1985966,steve,steve,nm0000439
6039,tt1985966,tim,tim lockwood,nm0001001
6040,tt1535109,allison,allison mccoll,nm1978694
6040,tt1535109,andrea,andrea phillips,nm0001416
6040,tt1535109,asad,asad,nm1677578
6040,tt1535109,bilal,bilal,nm5831543
6040,tt1535109,castellano,captain frank castellano,nm0891485
6040,tt1535109,choppe,chopper pilot,nm3295433
6040,tt1535109,cronan,john cronan,nm0611889
6040,tt1535109,dan,dan phillips,nm1910274
6040,tt1535109,elmi,elmi,nm5831544
6040,tt1535109,hufan,hufan,nm5831545
6040,tt1535109,murphy,shane murphy,nm1985974
6040,tt1535109,najee,najee,nm5314015
6040,tt1535109,nemo,nemo,nm1014446
6040,tt1535109,perry,mike perry,nm0913175
6040,tt1535109,phillips,captain richard phillips,nm0000158
6040,tt1535109,quinn,ken quinn,nm0424819
6040,tt1535109,seal commander,seal commander,nm0242882
6040,tt1535109,ukmt,ukmto officer,nm2296327
6042,tt1632708,and,grand central flashmob dancer,nm4609452
6042,tt1632708,annie,annie,nm0001184
6042,tt1632708,dylan,dylan,nm0005493
6042,tt1632708,fligh,flight attendant,nm1136435
6042,tt1632708,hostess,hostess,nm1587188
6042,tt1632708,jamie,jamie,nm0005109
6042,tt1632708,kayla,kayla,nm1297015
6042,tt1632708,laura,laura,nm2055623
6042,tt1632708,lorna,lorna,nm0165101
6042,tt1632708,mr harper,mr. harper,nm0420955
6042,tt1632708,police,policeman,nm1445891
6042,tt1632708,quincy,quincy,nm1676221
6042,tt1632708,rker,parker,nm1034965
6042,tt1632708,tommy bollinger,tommy,nm0000437
6043,tt0259324,blaze,young johnny blaze,nm1668265
6043,tt0259324,ghos,ghost rider,nm0000115
6043,tt0259324,old priest,priest,nm2524657
6045,tt1929263,baxter,mr. baxter,nm0000754
6045,tt1929263,cassie,cassie burpo,nm4833721
6045,tt1929263,clerk,pay clerk,nm1792539
6045,tt1929263,colton,colton burpo,nm5889877
6045,tt1929263,doctor,todd's doctor,nm0522979
6045,tt1929263,dr oholleran,dr. o'holleran,nm0602813
6045,tt1929263,forrest,slim forrest,nm0032140
6045,tt1929263,heywood,heywood,nm6383109
6045,tt1929263,jay,jay wilkins,nm0002006
6045,tt1929263,jesus,jesus,nm2042641
6045,tt1929263,lee,lee watson,nm0991671
6045,tt1929263,man,old man watson,nm6418919
6045,tt1929263,michael,michael,nm0889846
6045,tt1929263,nancy,nancy rawling,nm0553269
6045,tt1929263,ray,ray,nm0330115
6045,tt1929263,sonja,sonja burpo,nm0717709
6045,tt1929263,todd,todd burpo,nm0001427
6045,tt1929263,turce,turce,nm1325924
6045,tt1929263,woman,woman from choir group,nm2197169
6046,tt1648179,announcer,announcer at factory,nm1573849
6046,tt1648179,bella,bella flores,nm0000161
6046,tt1648179,betcher,principal betcher,nm0314524
6046,tt1648179,dellagrotte,mark dellagrotte,nm2923350
6046,tt1648179,derrick,derrick,nm1920618
6046,tt1648179,duffy,joe duffy,nm0283475
6046,tt1648179,elkins,assistant principal elkins,nm1561382
6046,tt1648179,eric,eric voss,nm0884230
6046,tt1648179,french man,french man,nm2726344
6046,tt1648179,joe rogan,joe rogan,nm0736579
6046,tt1648179,lauren,lauren voss,nm0676292
6046,tt1648179,malia,malia,nm2952108
6046,tt1648179,marty,marty streb,nm0001857
6046,tt1648179,miguel,miguel,nm0220841
6046,tt1648179,mike goldberg,mike goldberg,nm1844894
6046,tt1648179,mr de la cruz,mr. de la cruz,nm0498046
6046,tt1648179,muba,muba,nm2129374
6046,tt1648179,niko,niko,nm1008015
6046,tt1648179,ref,ref at college gymnasium,nm0839930
6046,tt1648179,scott,scott voss,nm0416673
6048,tt1564367,adon,adon,nm0005265
6048,tt1564367,ariel,ariel,nm3293813
6048,tt1564367,danny,danny,nm0001191
6048,tt1564367,devlin,devlin adams,nm0000173
6048,tt1564367,eddie,eddie,nm0841910
6048,tt1564367,ernesto,ernesto,nm1221047
6048,tt1564367,girl,young college girl,nm2744009
6048,tt1564367,ian,ian maxtone jones,nm0559986
6048,tt1564367,joanna,joanna damon,nm1310368
6048,tt1564367,katherine,katherine,nm0000098
6048,tt1564367,kirsten,kirsten brant,nm0237222
6048,tt1564367,lmer,palmer,nm2395937
6048,tt1564367,maggie,maggie,nm1933128
6048,tt1564367,michael,michael,nm3838034
6048,tt1564367,mrs harrington,mrs. harrington,nm1862611
6048,tt1564367,redhead bridesmaid,bridesmaid,nm0761976
6048,tt1564367,rosa,rosa,nm0849996
6048,tt1564367,veruca,veruca,nm0864490
6049,tt1210166,announcer,game announcer,nm4669815
6049,tt1210166,aro,sharon,nm0000705
6049,tt1210166,art,art howe,nm0000450
6049,tt1210166,artie,scout artie,nm2325650
6049,tt1210166,barry,scout barry,nm3195860
6049,tt1210166,billy,billy beane,nm0000093
6049,tt1210166,boras,scott boras,nm2438033
6049,tt1210166,casey,casey beane,nm1748388
6049,tt1210166,chad,chad bradford,nm4000166
6049,tt1210166,chavez,eric chavez,nm3612147
6049,tt1210166,commentator,radio color commentator,nm4669755
6049,tt1210166,elizabeth,elizabeth hatteberg,nm0087109
6049,tt1210166,grady,grady fuson,nm0575850
6049,tt1210166,henry,john henry,nm0397124
6049,tt1210166,jeremy,jeremy giambi,nm4021123
6049,tt1210166,john,john,nm0683198
6049,tt1210166,jongewaard,young jongewaard,nm0170613
6049,tt1210166,justice,david justice,nm1212071
6049,tt1210166,keough,matt keough,nm0780678
6049,tt1210166,long,terrence long,nm4016624
6049,tt1210166,magnante,mike magnante,nm3991315
6049,tt1210166,martinez,scout martinez,nm4670880
6049,tt1210166,peter,peter brand,nm1706767
6049,tt1210166,pittaro,pittaro,nm0749490
6049,tt1210166,poloni,john poloni,nm0569079
6049,tt1210166,pote,scout pote,nm0693032
6049,tt1210166,reporter #2,reporter,nm3872551
6049,tt1210166,sabatini,sabatini,nm3817568
6049,tt1210166,scott,scott hatteberg,nm0695435
6049,tt1210166,secretary,suzanne - billy's secretary,nm0279137
6049,tt1210166,security guard,security guard,nm0258130
6049,tt1210166,shapiro,mark shapiro,nm0224703
6049,tt1210166,tejada,miguel tejada,nm1227198
6049,tt1210166,umpire,umpire - game 20,nm4669527
6049,tt1210166,washington,ron washington,nm0421116
6050,tt0385880,bones,bones,nm0005134
6050,tt0385880,chowder,chowder,nm1348102
6050,tt0385880,constance,constance,nm0000678
6050,tt0385880,dad,dad,nm0929609
6050,tt0385880,dj,dj,nm1102053
6050,tt0385880,jenny,jenny,nm1589004
6050,tt0385880,little girl,little girl,nm1707018
6050,tt0385880,mom,mom,nm0001573
6050,tt0385880,nebbercracker,nebbercracker,nm0000114
6050,tt0385880,skull,reginald 'skull' skulinski,nm1417647
6050,tt0385880,zee,zee,nm0350454
6052,tt1921064,bellator,bellator,nm0333982
6052,tt1921064,centurion,flashback centurion,nm0424662
6052,tt1921064,cynical gladiator,gladiator,nm3172766
6052,tt1921064,driver,cassia's carriage driver,nm1226976
6052,tt1921064,milo,milo,nm3229685
6052,tt1921064,proclaimers,proclaimer,nm3027848
6052,tt1921064,proculus,proculus,nm1501388
6052,tt1921064,soldier 1,soldier,nm3896677
6053,tt1532958,adonis,lil adonis,nm5872610
6053,tt1532958,blake,jason blake,nm0391326
6053,tt1532958,boty official,boty official,nm5874405
6053,tt1532958,dante,dante graham,nm0022306
6053,tt1532958,franklyn,franklyn,nm0669681
6053,tt1532958,gatlin,gatlin,nm2779722
6053,tt1532958,grifter,grifter,nm2690365
6053,tt1532958,jolene,jolene,nm1617964
6053,tt1532958,mayhem,mayhem,nm2562976
6053,tt1532958,rooster,rooster,nm2093097
6053,tt1532958,sniper,sniper,nm4007560
6053,tt1532958,stacy,stacy,nm2362068
6054,tt1855325,alice,alice,nm0000170
6054,tt1855325,barry,barry burton,nm0243806
6054,tt1855325,becky,becky,nm2954597
6054,tt1855325,kaplan,chad kaplan       (archive footage),nm0187695
6054,tt1855325,leon,leon s. kennedy,nm1053380
6054,tt1855325,luther,luther west,nm0462673
6054,tt1855325,o,ada wong,nm0128691
6054,tt1855325,one,james 'one' shade,nm0758760
6054,tt1855325,rain,rain,nm0735442
6054,tt1855325,sergei,sergei,nm3953942
6054,tt1855325,todd,todd,nm0004912
6054,tt1855325,valentine,jill valentine,nm0347149
6054,tt1855325,wesker,albert wesker,nm0731575
6055,tt0093870,ed210 drone,ed-209,nm0205727
6055,tt0093870,k,dick jones,nm0001074
6055,tt0093870,lewis,officer anne lewis,nm0000262
6055,tt0093870,man,the old man,nm0641397
6055,tt0093870,murphy,officer alex j. murphy,nm0000693
6055,tt0093870,tech,technician #1,nm0705363
6056,tt1876451,black,black,nm0123741
6056,tt1876451,buddy,buddy,nm1939690
6056,tt1876451,capitol receptionist,receptionist,nm0691879
6056,tt1876451,dolores,dolores,nm1754366
6056,tt1876451,emma,emma,nm0001365
6056,tt1876451,larry,larry,nm0035664
6056,tt1876451,levi,levi,nm1165044
6056,tt1876451,red,red,nm2413125
6056,tt1876451,rev bryce,rev. bryce,nm0004729
6056,tt1876451,satin,satin,nm0258402
